Name,ID
barranc de la clua,Q11908382
barranc de la cleda,Q11908381
barranc de la coma gran,Q11908386
barranc de la coma d'orient,Q11908385
barranc de la comallavei,Q11908390
barranc de la conca (roquetes),Q11908391
barranc de la coma de l'olla,Q11908389
barranc de la ferreria,Q11908395
barranc de la coscolla,Q11908393
barranc de la cultia,Q11908396
barranc de la font de jaumet,Q11908402
barranc de la font de borrell,Q11908403
barranc de la font (llimiana),Q11908400
barranc de la font d'artic,Q11908401
barranc de la font de la vea,Q11908407
barranc de la font de margarit,Q11908405
barranc de la font dels cms,Q11908408
barranc de la fou (sant esteve de la sarga),Q11908409
barranc de la gessera (castell de mur),Q11908414
barranc de la marieta,Q11908415
barranc de la fonteta (santa llcia de mur),Q11908413
barranc de la malallau,Q11908416
barranc de la masia (hortoneda),Q11908417
barranc de la mulla,Q11908422
barranc de la podega,Q11908426
barranc de la plana (el mell),Q11908427
barranc de la plana (farmic),Q11908424
barranc de la pua,Q11908428
barranc de la teulera,Q11908435
barranc de la rovira (conques),Q11908432
barranc de la torre (toralla i serradell),Q11908436
barranc de la torre (conques),Q11908437
barranc de les borrelles,Q11908443
barranc de la viella,Q11908440
barranc de les comes (rivert),Q11908446
barranc de les cues,Q11908449
barranc de les moles (barcedana),Q11908454
barranc de les llaus,Q11908453
barranc de les salanques (viu de llevata),Q11908460
barranc de les roureres,Q11908461
barranc del bosc (sarroca de bellera),Q11908467
barranc de les valls (isona),Q11908464
barranc del canals,Q11908471
barranc del cap de llevata,Q11908469
barranc del carant de l'os,Q11908472
barranc del comunet,Q11908477
barranc del coscollar,Q11908482
barranc del cosc,Q11908481
barranc del grau (sant esteve de la sarga),Q11908485
barranc del mas (barcedana),Q11908488
barranc del mas (abella de la conca),Q11908489
barranc del pont (sosss),Q11908492
barranc del sol (sals de pallars),Q11908502
barranc del ruc,Q11908501
barranc del teix,Q11908506
barranc del sol (vilanova),Q11908507
barranc del sol (molinos),Q11908505
barranc del vinyal,Q11908514
barranc dels bisarts,Q11908515
barranc del tossal,Q11908513
barranc dels bogots,Q11908516
barranc dels burgals,Q11908517
barranc dels corralets,Q11908523
barranc dels corrals,Q11908521
barranc dels covilars,Q11908524
barranc dels escarruixos,Q11908525
barranc dels escasals,Q11908528
barranc dels forats,Q11908529
barranc dels mianers,Q11908534
barranc dels molinassos,Q11908535
barranc dels masos d'urb,Q11908533
barranc dels mians,Q11908538
barranc dels millars,Q11908536
barranc dels plans (bens),Q11908540
beke,Q11908920
canal de moror,Q11911912
canal de sls,Q11911917
canal del portarr,Q11911929
carant de la ruixent,Q11912268
deepenreiengraben,Q11916770
dhadhar,Q11917025
georgswerder schleusengraben,Q11924090
hillebach,Q11925633
horstbek,Q11926062
kampbille,Q11929618
llau falsa,Q11932074
llau de catx,Q11932078
llau de cantellet,Q11932079
llau d'encua,Q11932077
llau de fens,Q11932083
llau de comarquers,Q11932080
llau de bull-i-bull,Q11932081
llau de font gotellera,Q11932086
llau de cotura,Q11932084
llau de ferriol,Q11932085
llau de pedra ficada,Q11932090
llau de nofret,Q11932091
llau de josepet,Q11932088
llau de lluci,Q11932089
llau de rodell,Q11932094
llau de sant feliu,Q11932095
llau de mascarell,Q11932092
llau de queralt,Q11932093
llau de saquers,Q11932098
llau de l'era del tard,Q11932099
llau de sant andreu,Q11932096
llau de santa maria,Q11932097
llau de l'hoste,Q11932102
llau de l'obaga de teresa,Q11932103
llau de vall d'en pere,Q11932100
llau de la castellana,Q11932107
llau de l'obaga de sacoberta,Q11932104
llau de l'obaga,Q11932105
llau de la font freda,Q11932110
llau de la font de la parra,Q11932111
llau de la culla de xoca,Q11932108
llau de la gargalla,Q11932114
llau de la font de tuiro,Q11932115
llau de la font de montsor,Q11932112
llau de la llacuna,Q11932118
llau de la grallera,Q11932119
llau de la gavarnera,Q11932116
llau de la marrada,Q11932117
llau de la vinya del serrat,Q11932122
llau de la torroella,Q11932123
llau de la vinya,Q11932126
llau de les bancalades,Q11932127
llau de la solana de la coma de l'olla,Q11932125
llau de les arguiles,Q11932130
llau de les calcilles,Q11932131
llau de les clots,Q11932128
llau de la vinyeta,Q11932129
llau de les comelletes,Q11932134
llau de les collades de dalt,Q11932132
llau de les collades (mas de vilanova),Q11932133
llau del boix,Q11932138
llau del canalot,Q11932139
llau de les esplugues,Q11932136
llau del bosc,Q11932137
llau del clot del roure,Q11932142
llau del grau,Q11932143
llau del goteller,Q11932146
llau del pas del pi,Q11932147
llau del graller,Q11932145
llau del pletiu vell,Q11932150
llau del joquer,Q11932151
llau del parrac,Q11932149
llau del serrat estret,Q11932154
llau dels avellaners (cellers),Q11932155
llau del rac del pou,Q11932152
llau del seix,Q11932153
llau del toll,Q11932158
llau del valent,Q11932157
llau dels castellots,Q11932162
llau dels graus,Q11932163
llau dels carants (hortoneda),Q11932160
llau dels carants (perauba),Q11932161
llau dels homes morts,Q11932166
llau dels malalts,Q11932167
llau dels mallols (vilamolat de mur),Q11932170
llau dels pastors,Q11932171
llau dels horts,Q11932168
llau dels tolls,Q11932169
llaueta del canems,Q11932174
llaueta de font d'ou,Q11932175
moorbeek (niers),Q11937559
ossenmoorgraben,Q11939622
rac de la creu,Q11944378
rasa del coll d'espina,Q11944885
riera de castellcir,Q11945574
riera de malrub,Q11945589
riera de postius,Q11945596
riera de puigcastellar (castellterol),Q11945600
riera de sant quirze,Q11945613
riera de l'om (moi),Q11945631
riera de la serradora,Q11945634
riu sec (l'estany),Q11945721
riu de fili,Q11945739
lrio,Q11047093
lrio river,Q11047093
riu de la pedra,Q11945752
riu del llinar,Q11945761
riuet del port d'erta,Q11945766
ruisseau de la fontaine claus,Q11946403
schieplatzgraben,Q11947911
segla de les bassades,Q11948033
sot d'esplugues,Q11950257
sot de sant mart,Q11950263
sot de puigdomnec,Q11950261
sot de la sorra,Q11950276
torrent mal (moi),Q11952357
torrent salat (vilanoveta),Q11952361
torrent de bigues,Q11952370
torrent de bert,Q11952372
torrent de cal cintet,Q11952377
torrent de cal fantasia,Q11952381
torrent de centelles (castellcir),Q11952402
torrent de cisnolla,Q11952404
torrent de giraculs,Q11952414
torrent de montfred,Q11952426
torrent de mussarra,Q11952424
torrent de ratacl,Q11952431
torrent de sallente,Q11952437
torrent de sauva negra,Q11952443
torrent de salvatges,Q11952441
torrent de tantiny,Q11952446
torrent de l'ssol,Q11952467
torrent de la baga del coll de portella,Q11952470
torrent de la casanova (castellcir),Q11952473
torrent de la font de salvatges,Q11952478
torrent de la font de l'arrel,Q11952479
torrent de la font d'ixols,Q11952477
torrent de la font de trens,Q11952480
torrent de la font d'esqueix,Q11952481
torrent de la font del salam,Q11952486
torrent de la font de la teula,Q11952484
torrent de la font del pardal,Q11952485
torrent de la manyosa,Q11952490
torrent de la riera,Q11952494
torrent de les febres,Q11952510
berenguer stream,Q11952509
torrent de les roquetes (sant mart de centelles),Q11952514
torrent de les gavinetes,Q11952515
torrent de les tutes,Q11952516
torrent de les termes,Q11952517
torrent de les vinyes (sant quirze safaja),Q11952522
torrent del casalot,Q11952527
torrent del carner,Q11952528
torrent del favar,Q11952532
torrent del gomis,Q11952538
torrent del girons,Q11952537
torrent del mas bosc (bert),Q11952546
torrent del joncar,Q11952545
torrent del mol vell,Q11952549
torrent del pererol,Q11952552
torrent del rossinyol (castellcir),Q11952558
torrent del salam,Q11952557
torrent del sol del sot,Q11952562
torrent del sot de la font llbrega,Q11952563
torrent del soler (castellcir),Q11952560
torrent del sot del grau,Q11952565
wedenbek,Q11955128
wischbek,Q11955177
xaragall de la cuaranya,Q11955255
xaragall de les alzines sureres,Q11955258
xaragall del saiol,Q11955259
xaragall de la font del boix,Q11955256
zester,Q11955596
eeruona,Q11985777
strina,Q12056574
striuna,Q12056574
solona,Q12154444
solona river,Q12154444
gargdupis,Q12018071
gynia,Q12018684
ilgotis,Q12021494
jara-etekna,Q12023550
kalnupis,Q12027733
kartenal,Q12028860
kirknov,Q12029246
kisup,Q12029249
klupis,Q12032375
lakaja,Q12032680
lazduona,Q12032802
letausas,Q12033083
lokysta,Q12033860
miup,Q12038260
nemylas,Q12040664
olenice,Q12042512
prdupis,Q12047430
siesartis,Q12054215
lissman,Q12981279
erlenbrunnenbach,Q1355508
forsn,Q1361792
jelovec,Q13420772
fryderyk chopin,Q1471079
kolvenderbach,Q1490159
bkks-patak,Q14866885
goat river (fraser river),Q14874602
milk river (british columbia),Q14874691
mulkhra,Q14916661
mhlbach,Q1573645
haunach (grundelbach),Q1589344
lancang river,Q15060602
alfterer bornheimer bach,Q15106375
bedn river,Q15714814
cueza,Q15919269
mengdong he,Q15928576
lassnitzbach,Q1646016
rthenbach,Q16293227
rivirette,Q16672926
old neckar,Q17122200
arande,Q17173797
rivire arnold,Q17173907
cojeul,Q17176430
torrent de l'espina,Q17182057
torrent de la penyora,Q17183796
riera de santa coloma,Q17184270
barranc de la boga,Q17300924
goose river,Q17379939
barranc d'antist,Q17587758
barranc d'ardia,Q17587759
barranc d'adons,Q17587756
barranc d'aigero,Q17587757
barranc d'eroles (els masos de baiarri),Q17587762
barranc d'envall,Q17587761
barranc de canarill (la bastida de bellera),Q17587768
barranc de canarill (les esglsies),Q17587769
barranc de crvoles,Q17587775
barranc de coma del port,Q17587778
barranc de ferruat,Q17587779
barranc de claverol,Q17587777
barranc de fontet,Q17587782
barranc de fontfreda,Q17587783
barranc de font truda,Q17587780
barranc de fontanet (abella de la conca),Q17587781
barranc de franc,Q17587785
barranc de gatopelado,Q17587790
barranc de gass,Q17587788
barranc de l'aulesa,Q17587795
barranc de juriana,Q17587792
barranc de l'espona,Q17587798
barranc de l'espona (puigmaana),Q17587799
barranc de l'espluga de parads,Q17587797
barranc de la bassa (isona),Q17587806
barranc de l'obaga (els masos de baiarri),Q17587804
barranc de l'obaga (sant esteve de la sarga),Q17587805
barranc de la boscarrera,Q17587809
barranc de la coma de fuses,Q17587814
barranc de la coma de l'estany,Q17587815
barranc de la colomera,Q17587812
barranc de la coma (sant esteve de la sarga),Q17587813
barranc de la costa gran,Q17587818
barranc de la creu (hortoneda),Q17587819
barranc de la cometa,Q17587816
barranc de la conca (tivissa),Q17587817
barranc de la font del xato,Q17587823
barranc de la creu (la torre de cabdella),Q17587820
barranc de la font de l'alou,Q17587821
barranc de la gessera (senterada),Q17587826
barranc de la masia del tonyet,Q17587830
barranc de la maana (sant esteve de la sarga),Q17587828
barranc de la marrada,Q17587829
barranc de la roca plana,Q17587834
barranc de la santa,Q17587835
barranc de la rebollera,Q17587832
barranc de la roca del carant,Q17587833
barranc de la torre (la torre d'eroles),Q17587838
barranc de la torre de senys,Q17587839
barranc de la seuva,Q17587836
barranc de la solaneta (sosss),Q17587837
barranc de les bogues (serradell),Q17587843
barranc de la torrentera,Q17587840
barranc de la vinyassa,Q17587841
barranc de les calcilles,Q17587846
barranc de les cadolles (conca de dalt),Q17587845
barranc de les lleres,Q17587854
barranc de les forques (la torre de cabdella),Q17587852
barranc de les serres (la torre de cabdella),Q17587868
barranc de les vaqueres,Q17587885
barranc de matamala (sant esteve de la sarga),Q17587918
barranc de mascarell,Q17587916
barranc de mor (pallars juss),Q17587923
barranc de miret,Q17587920
barranc de monevui,Q17587921
barranc de mur,Q17587924
barranc de naens,Q17587925
barranc de pleta pelada,Q17587930
barranc de palomera (rivert),Q17587928
barranc de perves,Q17587929
barranc de rivert,Q17587935
barranc de rater,Q17587932
barranc de salze,Q17587940
barranc de sant salvador (serradell),Q17587946
barranc de santa,Q17587947
barranc de sant pou,Q17587945
barranc de sensui,Q17587950
barranc de santa llcia,Q17587948
barranc de salls,Q17587949
barranc del bal,Q17587954
barranc del barri,Q17587955
barranc de xrcoles,Q17587953
barranc del boter (llimiana),Q17587959
barranc del grau (toralla i serradell),Q17587967
barranc del doratori,Q17587964
barranc del mell,Q17587970
barranc del llir,Q17587968
barranc del mas de mitj,Q17587969
barranc del prat de la font de roca,Q17587974
barranc del rebollar,Q17587975
barranc del serrat,Q17587979
barranc del rial,Q17587976
barranc dels confossos,Q17587986
barranc dels clops,Q17587985
barranc dels plans (serradell),Q17587990
barranc dels rius,Q17587991
barranc dels mians (aramunt),Q17587989
barranc roi (la torre de cabdella),Q17587995
barranc dels verdins,Q17587992
barranc gros (bens),Q17587993
carant de les bruixes,Q17593027
carant del duc,Q17593031
llau de la comella,Q17599107
llau d'estobencs,Q17617348
llau de farmic,Q17617355
llau de forat roi,Q17617366
llau de joncarlat,Q17617384
llau de la cadolla,Q17617401
llau de la coma de l'olla,Q17617411
llau de la font,Q17617414
llau de la ginebrosa,Q17617417
llau de la mitgenca,Q17617423
llau de la solana,Q17617433
llau de la solana de palles,Q17617446
llau de les collades (orcau),Q17617451
llau de les encortades,Q17617456
llau de les ribes,Q17617466
llau de llavaneres,Q17617471
llau de les tres peires,Q17617469
llau de lleixier,Q17617478
llau de mallunys,Q17617480
llau de pleta torrent,Q17617491
llau de perauba,Q17617489
llau de prat la vall,Q17617494
llau de salit,Q17617498
llau de sant miquel,Q17617503
llau de sant pere (cellers),Q17617508
llau de sant pere (perauba),Q17617512
llau de segan,Q17617522
llau de sant salvador (toralla),Q17617520
llau del civadal,Q17617544
llau del cm,Q17617548
llau del rac de catx,Q17617558
llau del rengat,Q17617564
llau del romeral,Q17617588
llau dels bancals,Q17617594
llau dels tolls de la gavarnera,Q17617613
llau gran,Q17617624
llaueta de presquir,Q17617625
lo barranquill,Q17617758
lo torrentill,Q17618194
clecq,Q17624976
mba,Q18211213
vina river,Q18211213
vina,Q18211213
barranc de les paredades,Q18003294
barranc de llena,Q18003296
llau de la pleta de les barres,Q18004206
llau del rebollar,Q18004210
llau del rial roi,Q18004211
llau de sellent,Q18004208
llau des greixes,Q18004212
barranc de la mata negra,Q18004732
riera de castellnou,Q18006294
riera de la sala,Q18006302
riera de fontscalents,Q18006300
riera del marcet,Q18006312
riu de riqerna,Q18006340
sot de la vall,Q18008234
sot de la vinyota,Q18008235
sot del sastre,Q18008246
sot del noi,Q18008245
torrent de bernils,Q18008546
torrent d'esplugues,Q18008545
torrent de caldat,Q18008550
torrent de cal mestret,Q18008549
torrent de coll d'ases,Q18008560
torrent de l'hort del pi,Q18008567
torrent de l'embosta,Q18008564
torrent de l'estevenell,Q18008565
torrent de l'ullar,Q18008569
torrent de la balma de poses,Q18008574
torrent de la baga de la corriola,Q18008572
torrent de la cucalera,Q18008578
torrent de la fbrega,Q18008579
torrent de la collada,Q18008576
torrent de la cua de la guilla,Q18008577
torrent de la font de les albes,Q18008582
torrent de la fbrega,Q18008580
torrent de la roca,Q18008586
torrent de la teuleria de sau,Q18008587
torrent de la mare de du,Q18008584
torrent de la plana,Q18008585
torrent de les pujadetes,Q18008591
torrent de les sorreres,Q18008592
torrent de puigfred,Q18008597
torrent de serramitja,Q18008602
torrent del boledar,Q18008606
torrent del bosc,Q18008607
torrent del barril,Q18008605
torrent del coll,Q18008612
torrent del prat,Q18008618
torrent del sot del calb,Q18008622
torrent del traver,Q18008623
torrent del sot de pumany,Q18008621
torrent del villar,Q18008625
xaragall de la font,Q18008910
xaragall dels tillers,Q18008911
xaragall de biguetes,Q18008909
mondony,Q18347242
ruisseau des sauvages,Q18415235
seymard,Q18415345
kamiennik,Q18426020
mynwka suowska,Q18432543
pczka,Q18433526
srebrna,Q18434399
sotwina,Q18435171
ruisseau du castor noir,Q18578298
rivire  l'eau-claire (mauricie),Q18578303
vaskjala-lemiste canal,Q18626757
suomujoki,Q18682671
rotte,Q18696813
stroiter bach,Q18696935
balletan,Q18745090
tourne (ruisseau),Q18924516
les harpies,Q18947605
durme,Q1984940
lohbach (river),Q19294951
mainbach,Q19295579
lhaut,Q19411040
torrent de la baga del salam,Q19594067
ramel,Q19795271
bitterbach,Q19962068
kleine roth,Q19963752
caros,Q19968943
rnne,Q20108798
seebek,Q20108798
ruisseau mohr,Q20750405
mohr creek,Q20750405
ro turbio,Q20850674
riera de rupit,Q20019010
pron river,Q20020150
haidelbach (rthenbach),Q20058325
barranc de la jona,Q20105192
llau de brunet,Q20107342
bornbach,Q20107744
durchfahrtsbeeke,Q20107950
schlinz,Q20108865
vaugine,Q20119993
hlzlgraben,Q20180499
langwassergraben,Q20180560
ludergraben,Q20184645
lipansk potok,Q20191002
grand vallat (arc),Q20644570
lecointre creek,Q20750385
aba,Q20931879
keelbach,Q20969428
aschenschlaggraben,Q20999731
flurbach,Q20999860
kapustnik,Q21867745
damsa,Q21867791
karwendelbach,Q21868313
lassingbach,Q21868902
leitenbach,Q21868961
gulling,Q21871085
alpbach,Q21873318
senningbach,Q21874825
kferheimer mhlbach,Q21875085
diesenleitenbach,Q21875231
bretterwandbach,Q21876486
grabnerbach,Q21876499
dultbach,Q21879249
reichertsgraben,Q21000169
iroquois river,Q21007766
riera de maana,Q21086162
ruisseau d'eix,Q21427922
torrent de monner,Q21604702
ruisseau de cameson,Q21619212
gua,Q21657859
triebenbach,Q21858065
mitterweienbach,Q21862532
spratzbach,Q21863187
stiefing,Q21863308
rantenbach,Q21865022
schlegeisbach,Q21865493
goat river,Q22354103
ikarut river,Q22357893
ikinet brook,Q22358632
beaver river,Q22359265
lansing river,Q22364807
eclipse river,Q22366263
lardeau river,Q22366487
larder river,Q22366563
st. lewis river,Q22370927
eel river,Q22373824
goose river,Q22374424
pinus river,Q22375339
pinware river,Q22375381
cache river,Q22375764
pipers hole river,Q22376758
kenamu river,Q22378347
alces river,Q22380411
pitman river,Q22381291
north river (okak bay),Q22381917
kenning river,Q22382764
alexis river,Q22385729
upper humber river,Q22392509
bernard river,Q22397777
graham river (halfway river),Q22400384
rivire au diable,Q22404077
authier river,Q22404732
rivire aux harts,Q22405569
baillairg river,Q22406696
bartouille river,Q22406860
bastien river,Q22406894
blondeau river,Q22408468
boucane river,Q22408814
boucane river,Q22408835
bousquet river,Q22408937
endako river,Q22409112
rivire cache,Q22409858
cache river,Q22409874
camitogama river,Q22410081
chevreuil river,Q22411181
closse river,Q22411561
cuvillier river,Q22412100
d'alembert river,Q22412157
dalquier river,Q22412265
davoust river,Q22412505
grassberry river,Q22413341
queue de castor river,Q22413902
rivire de la tte  l'ours,Q22413987
aulnes river,Q22414806
des bois river,Q22414848
des mloizes river,Q22415548
peupliers river,Q22415689
despinassy river,Q22416240
oba river,Q22417536
quebec river,Q22418756
cape caribou river,Q22418910
ducros river,Q22419214
florence river,Q22420302
fournire river,Q22420464
rivire garneau,Q22420944
gouault river,Q22421463
kingurutik river,Q22421676
kk river,Q22423753
la brure river,Q22425594
la chevrotire river,Q22425651
la pause river,Q22425804
laas river,Q22426051
landrienne river,Q22426369
lavergne river,Q22426689
louvicourt river,Q22427614
marrias river,Q22428589
indian bay brook,Q22429104
mcfadden river,Q22429262
big river,Q22429800
miniac river,Q22429940
monsan river,Q22430571
nicobi river,Q22431628
opaoca river,Q22432734
oreille river,Q22432792
papactew river,Q22433098
pascalis river,Q22433204
pauschikushish ewiwach river,Q22433341
prigny river,Q22433597
savant river,Q22433725
roger river,Q22435676
saint-amand river,Q22436147
saint-flix river,Q22436383
saint-vincent river,Q22436831
crooked river,Q22437750
kitseguecla river,Q22438077
solitaire river,Q22438128
swannee river,Q22438267
kitsumkalum river,Q22438634
thodat river,Q22438751
tonnancour river,Q22439024
upaunan river,Q22439539
utamikaneu river,Q22439626
vaudray river,Q22439891
vimy river,Q22440195
waldemme,Q22440870
mannerelle river,Q22441098
case river,Q22448293
castle river,Q22449952
cat arm river,Q22450536
mattawishkwia river,Q22452206
mattawitchewan river,Q22452214
maxan creek,Q22455392
mayo river,Q22457224
island lake river,Q22457578
rogue river,Q22459467
atlin river,Q22460947
tanzilla river,Q22464154
azure river,Q22467279
babbage river,Q22467918
jocko river,Q22479317
flanagan river,Q22479519
cheepash river,Q22485673
mcphadyen river,Q22486211
chenal de l'ouest,Q22487352
pashkokogan river,Q22493419
kabika river,Q22494810
lac fou pass,Q22496321
metchin river,Q22499146
franklin river,Q22506379
mikwam river,Q22509568
torch river,Q22516628
kamanatsuk brook,Q22516635
torrent river,Q22517280
minipiriver,Q22518610
klock creek,Q22519117
kamiskotia river,Q22522184
traverspine river,Q22522633
missisa river,Q22525014
ruisseau numro deux,Q22530260
moberly river,Q22530326
plamondon creek,Q22533354
petite rivire cache,Q22533401
pichogen river,Q22538493
bear river,Q22543671
cruickshank river,Q22545714
koeye river,Q22547880
komaktorvik river,Q22550162
black bear river,Q22554514
sebaskachu river,Q22555929
mountain river,Q22559112
little mikwam river,Q22561409
kwetabohigan river,Q22564027
little red deer river,Q22564876
shabogamo river,Q22566654
spius creek,Q22571232
mulligan river,Q22577004
east kabika river,Q22577258
harrys river,Q22577874
lois river,Q22578602
branche  gauche,Q22585494
naver creek,Q22585844
red wine river,Q22589917
bras du nord,Q22590066
driftwood river,Q22594432
driftwood river,Q22594443
river of the south (richelieu),Q22419027
south river,Q22419027
driftwood river,Q22594451
driftwood river,Q22594462
driftwood river,Q22594472
newpost creek,Q22599671
white bearriver,Q22605620
hawke river,Q22606088
earn river,Q22612703
ftschbach,Q22619923
gambo brook,Q22624439
muketei river,Q22626369
siorak brook,Q22630651
puttuaalu brook,Q22631457
slims river,Q22639522
little turcotte river,Q22640431
lloyds river,Q22643611
nachvak river,Q22646653
nadaleen river,Q22646720
glide brook,Q22648331
nakvak brook,Q22651542
raven river,Q22660375
geissenweid (ruisseau),Q22673439
craste de la mounarde,Q22683814
elserbach,Q22691770
ernsbach,Q22691797
gris,Q22712182
juliat,Q22913305
eckeltse beek,Q22969427
oued el harrach,Q2377920
etzelbach,Q23035031
quebrada de escritos,Q23645314
vina,Q23663466
pangar,Q23665510
lom,Q23672111
mayo louti,Q23672197
kll,Q23674137
doum,Q23675430
boumb ii,Q23676040
bli,Q23676569
bl voda,Q23899422
arroyo de nadinos,Q23993962
riera de jafra,Q23999446
garganta de santa mara,Q24001036
ro garganta de santa mara,Q24001036
arenal river,Q24002941
ro arenal,Q24002941
category:cam beck; cumbria,Q24653114
cam beck,Q24653114
bourceau river,Q24874144
river bourceau,Q24874144
rivire gentilly,Q2410504
garganta de alardos,Q24003516
verdanson (lez),Q24070534
sandoleyre,Q24936866
vannon,Q24938082
igargar,Q2538725
wadi igharghar,Q2538725
oued igargar,Q2538725
wadi igargar,Q2538725
grande loze,Q25277961
sonce,Q25336636
ribera de vivers,Q25432244
mess,Q2671261
jaap bijzerwetering,Q2684499
edkovsk potok,Q26215822
perint,Q26231245
koppny,Q26232004
dobordali-patak,Q26233307
poppenbttler graben,Q26268576
ribera de castellnou,Q26806216
ribera de cameles,Q26806243
lladura,Q27994975
la lladura,Q27994975
canaudonne (ruisseau),Q27067387
saint pierre river,Q27067772
saint pierre river,Q27070116
rivire aux chiens,Q27070290
fischbach,Q27442272
beerbach,Q27886786
ruthsenbach,Q27886784
silz,Q27886790
mettenbach,Q27889650
straengraben,Q27920021
grndelbach,Q28918989
lauinger mhlenriede,Q28924699
aar (france),Q2820004
agay,Q2826506
albanne,Q2830795
amasse,Q2841301
angillon,Q2849594
arget,Q2860991
arlois,Q2861660
ruisseau de l'artaude,Q2864789
artillac (river),Q2865777
aube,Q2870544
audry,Q2870879
aulouste,Q2871788
auzette,Q2873210
auze,Q2873209
auzon,Q2873213
brhlwiesengraben,Q28062576
wenigbach,Q28064885
ruisseau de noncesse,Q28076862
riou gras,Q28077011
laudon (haute-savoie),Q28088855
nassach,Q28109584
riu rbol,Q28494955
ribera de cabrils,Q28495326
perna,Q28497129
petit gland,Q28530945
plumion,Q28532117
ruisseau de saulces,Q28532561
ruisseau de saint-lambert,Q28532968
boubo,Q2912086
eljeznica,Q2914073
berseer bach,Q29000459
mhlbach,Q29010460
moosbach,Q29019830
kleebach,Q29019828
bauerlbach,Q29019829
rott,Q29031620
laucha,Q29644015
alsmicke,Q29650204
haargraben,Q29994304
source de la douix,Q3038083
moosgraben,Q30146325
wudritz,Q30335860
urugne,Q30573100
houssiere,Q3141383
houssire,Q3141383
tordera,Q31456
la tordera,Q31456
julienne,Q3189720
ribera de reiners,Q31074037
ribera de sant maral,Q31074213
la quera,Q31074328
ribera del terme,Q31074334
ribera del coral,Q31074571
aschbach,Q32285818
aschbach (tauber),Q32285818
lienne (switzerland),Q3238209
samme,Q3245861
pall,Q3247503
blaue flut,Q32500631
oued mazafran,Q3303045
mazafran river,Q3303045
meline,Q3332936
mline,Q3332936
muddy river,Q3327407
nahr aarqa,Q3335146
nysa maa,Q3346715
oyon,Q3359175
planey,Q3391437
perouse,Q3412019
prouse,Q3412019
albigasta river,Q3458521
rio albigasta,Q3458521
ro albigasta,Q3458521
soummam,Q3491757
wadi soummam,Q3491757
soummam river,Q3491757
eyt,Q3494365
ayt,Q3494365
raddon (breuchin),Q3416387
rahun,Q3417585
rama,Q3418335
raspille,Q3419865
jacquet river,Q3433705
millstream river,Q3433751
ruisseau cowans,Q3453013
ruisseau walker,Q3453024
sionne,Q3485130
aknysta river,Q3488589
